spset-old-default,spset-autotuned-fh_1_0,spset-autotuned-fh_1_1,spset-autotuned-fh_1_2,spset-sw-verif,spset-hw-bmc,sp-var-dec-heur,sp-learned-clause-sort-heur,sp-orig-clause-sort-heur,sp-res-order-heur,sp-clause-del-heur,sp-phase-dec-heur,sp-resolution,sp-use-pure-literal-rule,$<solving_time_feature20_2_7_10286
1,1,0,0,0,0,1,1,0,0,1,0,1,1,5
0,0,1,0,0,0,1,1,0,0,1,0,1,1,0.07
1,0,1,0,0,0,1,1,0,0,1,0,1,1,5
0,1,1,0,0,0,1,1,0,0,1,0,1,1,0.045
1,1,1,0,0,0,1,1,0,0,1,0,1,1,5
0,0,0,1,0,0,1,1,0,0,1,0,1,1,0.075
1,0,0,1,0,0,1,1,0,0,1,0,1,1,5
0,1,0,1,0,0,1,1,0,0,1,0,1,1,0.05
1,1,0,1,0,0,1,1,0,0,1,0,1,1,5
0,0,1,1,0,0,1,1,0,0,1,0,1,1,0.075
1,0,1,1,0,0,1,1,0,0,1,0,1,1,5
0,1,1,1,0,0,1,1,0,0,1,0,1,1,0.05
1,1,1,1,0,0,1,1,0,0,1,0,1,1,5
0,0,0,0,1,0,1,1,0,0,1,0,1,1,0.055
1,0,0,0,1,0,1,1,0,0,1,0,1,1,0.05
0,1,0,0,1,0,1,1,0,0,1,0,1,1,0.06
1,1,0,0,1,0,1,1,0,0,1,0,1,1,5.005
0,0,1,0,1,0,1,1,0,0,1,0,1,1,0.055
1,0,1,0,1,0,1,1,0,0,1,0,1,1,0.05
0,1,1,0,1,0,1,1,0,0,1,0,1,1,0.06
1,1,1,0,1,0,1,1,0,0,1,0,1,1,5
0,0,0,1,1,0,1,1,0,0,1,0,1,1,0.055
1,0,0,1,1,0,1,1,0,0,1,0,1,1,0.055
0,1,0,1,1,0,1,1,0,0,1,0,1,1,0.06
1,1,0,1,1,0,1,1,0,0,1,0,1,1,5
0,0,1,1,1,0,1,1,0,0,1,0,1,1,0.05
1,0,1,1,1,0,1,1,0,0,1,0,1,1,0.04
0,1,1,1,1,0,1,1,0,0,1,0,1,1,0.065
1,1,1,1,1,0,1,1,0,0,1,0,1,1,5
0,0,0,0,0,1,1,1,0,0,1,0,1,1,0
1,0,0,0,0,1,1,1,0,0,1,0,1,1,0.085
0,1,0,0,0,1,1,1,0,0,1,0,1,1,0
1,1,0,0,0,1,1,1,0,0,1,0,1,1,0.27
0,0,1,0,0,1,1,1,0,0,1,0,1,1,0
1,0,1,0,0,1,1,1,0,0,1,0,1,1,0.08
0,1,1,0,0,1,1,1,0,0,1,0,1,1,0
1,1,1,0,0,1,1,1,0,0,1,0,1,1,0.265
0,0,0,1,0,1,1,1,0,0,1,0,1,1,0
1,0,0,1,0,1,1,1,0,0,1,0,1,1,0.08
0,1,0,1,0,1,1,1,0,0,1,0,1,1,0
1,1,0,1,0,1,1,1,0,0,1,0,1,1,0.285
0,0,1,1,0,1,1,1,0,0,1,0,1,1,0
1,0,1,1,0,1,1,1,0,0,1,0,1,1,0.075
0,1,1,1,0,1,1,1,0,0,1,0,1,1,0
1,1,1,1,0,1,1,1,0,0,1,0,1,1,0.275
0,0,0,0,1,1,1,1,0,0,1,0,1,1,0
1,0,0,0,1,1,1,1,0,0,1,0,1,1,5.01
0,1,0,0,1,1,1,1,0,0,1,0,1,1,0
1,1,0,0,1,1,1,1,0,0,1,0,1,1,5.005
0,0,1,0,1,1,1,1,0,0,1,0,1,1,0
1,0,1,0,1,1,1,1,0,0,1,0,1,1,5.005
0,1,1,0,1,1,1,1,0,0,1,0,1,1,0
1,1,1,0,1,1,1,1,0,0,1,0,1,1,5.005
0,0,0,1,1,1,1,1,0,0,1,0,1,1,0
1,0,0,1,1,1,1,1,0,0,1,0,1,1,5.01
0,1,0,1,1,1,1,1,0,0,1,0,1,1,0
1,1,0,1,1,1,1,1,0,0,1,0,1,1,5
0,0,1,1,1,1,1,1,0,0,1,0,1,1,0
1,0,1,1,1,1,1,1,0,0,1,0,1,1,5.01
0,1,1,1,1,1,1,1,0,0,1,0,1,1,0
1,1,1,1,1,1,1,1,0,0,1,0,1,1,5
0,0,0,0,0,0,0,0,1,0,1,0,1,1,0.09
1,0,0,0,0,0,0,0,1,0,1,0,1,1,5.02
0,1,0,0,0,0,0,0,1,0,1,0,1,1,0.07
1,1,0,0,0,0,0,0,1,0,1,0,1,1,5.02
0,0,1,0,0,0,0,0,1,0,1,0,1,1,0.1
1,0,1,0,0,0,0,0,1,0,1,0,1,1,5.02
0,1,1,0,0,0,0,0,1,0,1,0,1,1,0.065
1,1,1,0,0,0,0,0,1,0,1,0,1,1,5.02
0,0,0,1,0,0,0,0,1,0,1,0,1,1,0.09
1,0,0,1,0,0,0,0,1,0,1,0,1,1,5.02
0,1,0,1,0,0,0,0,1,0,1,0,1,1,0.065
1,1,0,1,0,0,0,0,1,0,1,0,1,1,5.02
0,0,1,1,0,0,0,0,1,0,1,0,1,1,0.1
1,0,1,1,0,0,0,0,1,0,1,0,1,1,5.02
0,1,1,1,0,0,0,0,1,0,1,0,1,1,0.06
1,1,1,1,0,0,0,0,1,0,1,0,1,1,5.02
0,0,0,0,1,0,0,0,1,0,1,0,1,1,0.105
1,0,0,0,1,0,0,0,1,0,1,0,1,1,5.015
0,1,0,0,1,0,0,0,1,0,1,0,1,1,0.125
1,1,0,0,1,0,0,0,1,0,1,0,1,1,5.02
0,0,1,0,1,0,0,0,1,0,1,0,1,1,0.1
1,0,1,0,1,0,0,0,1,0,1,0,1,1,5.02
0,1,1,0,1,0,0,0,1,0,1,0,1,1,0.13
1,1,1,0,1,0,0,0,1,0,1,0,1,1,5.02
0,0,0,1,1,0,0,0,1,0,1,0,1,1,0.1
1,0,0,1,1,0,0,0,1,0,1,0,1,1,5.02
0,1,0,1,1,0,0,0,1,0,1,0,1,1,0.13
1,1,0,1,1,0,0,0,1,0,1,0,1,1,5.015
0,0,1,1,1,0,0,0,1,0,1,0,1,1,0.11
1,0,1,1,1,0,0,0,1,0,1,0,1,1,5.02
0,1,1,1,1,0,0,0,1,0,1,0,1,1,0.13
1,1,1,1,1,0,0,0,1,0,1,0,1,1,5.02
0,0,0,0,0,1,0,0,1,0,1,0,1,1,0.04
1,0,0,0,0,1,0,0,1,0,1,0,1,1,5.02
0,1,0,0,0,1,0,0,1,0,1,0,1,1,0
1,1,0,0,0,1,0,0,1,0,1,0,1,1,5.01
0,0,1,0,0,1,0,0,1,0,1,0,1,1,0.04
1,0,1,0,0,1,0,0,1,0,1,0,1,1,5.02
0,1,1,0,0,1,0,0,1,0,1,0,1,1,0
1,1,1,0,0,1,0,0,1,0,1,0,1,1,5.02
0,0,0,1,0,1,0,0,1,0,1,0,1,1,0.04
1,0,0,1,0,1,0,0,1,0,1,0,1,1,5.02
0,1,0,1,0,1,0,0,1,0,1,0,1,1,0
1,1,0,1,0,1,0,0,1,0,1,0,1,1,5.015
0,0,1,1,0,1,0,0,1,0,1,0,1,1,0.04
1,0,1,1,0,1,0,0,1,0,1,0,1,1,5.02
0,1,1,1,0,1,0,0,1,0,1,0,1,1,0.005
1,1,1,1,0,1,0,0,1,0,1,0,1,1,5.01
0,0,0,0,1,1,0,0,1,0,1,0,1,1,0.1
1,0,0,0,1,1,0,0,1,0,1,0,1,1,5.01
0,1,0,0,1,1,0,0,1,0,1,0,1,1,0.005
1,1,0,0,1,1,0,0,1,0,1,0,1,1,5.02
0,0,1,0,1,1,0,0,1,0,1,0,1,1,0.1
1,0,1,0,1,1,0,0,1,0,1,0,1,1,5.015
0,1,1,0,1,1,0,0,1,0,1,0,1,1,0.005
1,1,1,0,1,1,0,0,1,0,1,0,1,1,5.015
0,0,0,1,1,1,0,0,1,0,1,0,1,1,0.1
1,0,0,1,1,1,0,0,1,0,1,0,1,1,5.015
0,1,0,1,1,1,0,0,1,0,1,0,1,1,0.005
1,1,0,1,1,1,0,0,1,0,1,0,1,1,5.015
0,0,1,1,1,1,0,0,1,0,1,0,1,1,0.1
1,0,1,1,1,1,0,0,1,0,1,0,1,1,5.02
0,1,1,1,1,1,0,0,1,0,1,0,1,1,0.005
1,1,1,1,1,1,0,0,1,0,1,0,1,1,5.01
0,0,0,0,0,0,1,0,1,0,1,0,1,1,0.095
1,0,0,0,0,0,1,0,1,0,1,0,1,1,5.015
0,1,0,0,0,0,1,0,1,0,1,0,1,1,0.07
1,1,0,0,0,0,1,0,1,0,1,0,1,1,5.015
0,0,1,0,0,0,1,0,1,0,1,0,1,1,0.09
1,0,1,0,0,0,1,0,1,0,1,0,1,1,5.02
0,1,1,0,0,0,1,0,1,0,1,0,1,1,0.065
1,1,1,0,0,0,1,0,1,0,1,0,1,1,5.02
0,0,0,1,0,0,1,0,1,0,1,0,1,1,0.085
1,0,0,1,0,0,1,0,1,0,1,0,1,1,5.02
0,1,0,1,0,0,1,0,1,0,1,0,1,1,0.065
1,1,0,1,0,0,1,0,1,0,1,0,1,1,5.015
0,0,1,1,0,0,1,0,1,0,1,0,1,1,0.095
1,0,1,1,0,0,1,0,1,0,1,0,1,1,5.02
0,1,1,1,0,0,1,0,1,0,1,0,1,1,0.07
1,1,1,1,0,0,1,0,1,0,1,0,1,1,5.02
0,0,0,0,1,0,1,0,1,0,1,0,1,1,0.1
1,0,0,0,1,0,1,0,1,0,1,0,1,1,5.02
0,1,0,0,1,0,1,0,1,0,1,0,1,1,0.13
1,1,0,0,1,0,1,0,1,0,1,0,1,1,5.02
0,0,1,0,1,0,1,0,1,0,1,0,1,1,0.105
1,0,1,0,1,0,1,0,1,0,1,0,1,1,5.02
0,1,1,0,1,0,1,0,1,0,1,0,1,1,0.13
1,1,1,0,1,0,1,0,1,0,1,0,1,1,5.02
0,0,0,1,1,0,1,0,1,0,1,0,1,1,0.1
1,0,0,1,1,0,1,0,1,0,1,0,1,1,5.02
0,1,0,1,1,0,1,0,1,0,1,0,1,1,0.135
1,1,0,1,1,0,1,0,1,0,1,0,1,1,5.01
0,0,1,1,1,0,1,0,1,0,1,0,1,1,0.1
1,0,1,1,1,0,1,0,1,0,1,0,1,1,5.015
0,1,1,1,1,0,1,0,1,0,1,0,1,1,0.13
1,1,1,1,1,0,1,0,1,0,1,0,1,1,5.02
0,0,0,0,0,1,1,0,1,0,1,0,1,1,0.04
1,0,0,0,0,1,1,0,1,0,1,0,1,1,5.015
0,1,0,0,0,1,1,0,1,0,1,0,1,1,0.005
1,1,0,0,0,1,1,0,1,0,1,0,1,1,5.015
0,0,1,0,0,1,1,0,1,0,1,0,1,1,0.04
1,0,1,0,0,1,1,0,1,0,1,0,1,1,5.02
0,1,1,0,0,1,1,0,1,0,1,0,1,1,0.01
1,1,1,0,0,1,1,0,1,0,1,0,1,1,5.005
0,0,0,1,0,1,1,0,1,0,1,0,1,1,0.04
1,0,0,1,0,1,1,0,1,0,1,0,1,1,5.02
0,1,0,1,0,1,1,0,1,0,1,0,1,1,0
1,1,0,1,0,1,1,0,1,0,1,0,1,1,5.02
0,0,1,1,0,1,1,0,1,0,1,0,1,1,0.04
1,0,1,1,0,1,1,0,1,0,1,0,1,1,5.02
0,1,1,1,0,1,1,0,1,0,1,0,1,1,0.005
1,1,1,1,0,1,1,0,1,0,1,0,1,1,5.02
0,0,0,0,1,1,1,0,1,0,1,0,1,1,0.1
1,0,0,0,1,1,1,0,1,0,1,0,1,1,5.02
0,1,0,0,1,1,1,0,1,0,1,0,1,1,0.005
1,1,0,0,1,1,1,0,1,0,1,0,1,1,5.02
0,0,1,0,1,1,1,0,1,0,1,0,1,1,0.1
1,0,1,0,1,1,1,0,1,0,1,0,1,1,5.02
0,1,1,0,1,1,1,0,1,0,1,0,1,1,0
1,1,1,0,1,1,1,0,1,0,1,0,1,1,5.02
0,0,0,1,1,1,1,0,1,0,1,0,1,1,0.1
1,0,0,1,1,1,1,0,1,0,1,0,1,1,5.015
0,1,0,1,1,1,1,0,1,0,1,0,1,1,0.01
1,1,0,1,1,1,1,0,1,0,1,0,1,1,5.015
0,0,1,1,1,1,1,0,1,0,1,0,1,1,0.095
1,0,1,1,1,1,1,0,1,0,1,0,1,1,5.02
0,1,1,1,1,1,1,0,1,0,1,0,1,1,0
1,1,1,1,1,1,1,0,1,0,1,0,1,1,5.015
0,0,0,0,0,0,0,1,1,0,1,0,1,1,0.1
1,0,0,0,0,0,0,1,1,0,1,0,1,1,5.02
0,1,0,0,0,0,0,1,1,0,1,0,1,1,0.065
1,1,0,0,0,0,0,1,1,0,1,0,1,1,5.02
0,0,1,0,0,0,0,1,1,0,1,0,1,1,0.095
1,0,1,0,0,0,0,1,1,0,1,0,1,1,5.02
0,1,1,0,0,0,0,1,1,0,1,0,1,1,0.065
1,1,1,0,0,0,0,1,1,0,1,0,1,1,5.02
0,0,0,1,0,0,0,1,1,0,1,0,1,1,0.09
1,0,0,1,0,0,0,1,1,0,1,0,1,1,5.02
0,1,0,1,0,0,0,1,1,0,1,0,1,1,0.07
1,1,0,1,0,0,0,1,1,0,1,0,1,1,5.02
0,0,1,1,0,0,0,1,1,0,1,0,1,1,0.1
1,0,1,1,0,0,0,1,1,0,1,0,1,1,5.02
0,1,1,1,0,0,0,1,1,0,1,0,1,1,0.065
1,1,1,1,0,0,0,1,1,0,1,0,1,1,5.015
0,0,0,0,1,0,0,1,1,0,1,0,1,1,0.1
1,0,0,0,1,0,0,1,1,0,1,0,1,1,5.02
0,1,0,0,1,0,0,1,1,0,1,0,1,1,0.125
1,1,0,0,1,0,0,1,1,0,1,0,1,1,5.02
0,0,1,0,1,0,0,1,1,0,1,0,1,1,0.1
1,0,1,0,1,0,0,1,1,0,1,0,1,1,5.015
0,1,1,0,1,0,0,1,1,0,1,0,1,1,0.13
1,1,1,0,1,0,0,1,1,0,1,0,1,1,5.015
0,0,0,1,1,0,0,1,1,0,1,0,1,1,0.095
1,0,0,1,1,0,0,1,1,0,1,0,1,1,5.02
0,1,0,1,1,0,0,1,1,0,1,0,1,1,0.135
1,1,0,1,1,0,0,1,1,0,1,0,1,1,5.02
0,0,1,1,1,0,0,1,1,0,1,0,1,1,0.105
1,0,1,1,1,0,0,1,1,0,1,0,1,1,5.02
0,1,1,1,1,0,0,1,1,0,1,0,1,1,0.125
1,1,1,1,1,0,0,1,1,0,1,0,1,1,5.02
0,0,0,0,0,1,0,1,1,0,1,0,1,1,0.04
1,0,0,0,0,1,0,1,1,0,1,0,1,1,5.02
0,1,0,0,0,1,0,1,1,0,1,0,1,1,0.005
1,1,0,0,0,1,0,1,1,0,1,0,1,1,5.015
0,0,1,0,0,1,0,1,1,0,1,0,1,1,0.035
1,0,1,0,0,1,0,1,1,0,1,0,1,1,5.02
0,1,1,0,0,1,0,1,1,0,1,0,1,1,0.005
1,1,1,0,0,1,0,1,1,0,1,0,1,1,5.02
0,0,0,1,0,1,0,1,1,0,1,0,1,1,0.04
1,0,0,1,0,1,0,1,1,0,1,0,1,1,5.02
0,1,0,1,0,1,0,1,1,0,1,0,1,1,0
1,1,0,1,0,1,0,1,1,0,1,0,1,1,5.02
0,0,1,1,0,1,0,1,1,0,1,0,1,1,0.04
1,0,1,1,0,1,0,1,1,0,1,0,1,1,5.02
0,1,1,1,0,1,0,1,1,0,1,0,1,1,0
1,1,1,1,0,1,0,1,1,0,1,0,1,1,5.02
0,0,0,0,1,1,0,1,1,0,1,0,1,1,0.1
1,0,0,0,1,1,0,1,1,0,1,0,1,1,5.015
0,1,0,0,1,1,0,1,1,0,1,0,1,1,0.005
1,1,0,0,1,1,0,1,1,0,1,0,1,1,5.02
0,0,1,0,1,1,0,1,1,0,1,0,1,1,0.095
1,0,1,0,1,1,0,1,1,0,1,0,1,1,5.02
0,1,1,0,1,1,0,1,1,0,1,0,1,1,0
1,1,1,0,1,1,0,1,1,0,1,0,1,1,5.015
0,0,0,1,1,1,0,1,1,0,1,0,1,1,0.1
1,0,0,1,1,1,0,1,1,0,1,0,1,1,5.02
0,1,0,1,1,1,0,1,1,0,1,0,1,1,0
1,1,0,1,1,1,0,1,1,0,1,0,1,1,5.02
0,0,1,1,1,1,0,1,1,0,1,0,1,1,0.09
1,0,1,1,1,1,0,1,1,0,1,0,1,1,5.015
0,1,1,1,1,1,0,1,1,0,1,0,1,1,0.005
1,1,1,1,1,1,0,1,1,0,1,0,1,1,5.015
0,0,0,0,0,0,1,1,1,0,1,0,1,1,0.1
1,0,0,0,0,0,1,1,1,0,1,0,1,1,5.02
0,1,0,0,0,0,1,1,1,0,1,0,1,1,0.065
1,1,0,0,0,0,1,1,1,0,1,0,1,1,5.02
0,0,1,0,0,0,1,1,1,0,1,0,1,1,0.095
1,0,1,0,0,0,1,1,1,0,1,0,1,1,5.02
0,1,1,0,0,0,1,1,1,0,1,0,1,1,0.065
1,1,1,0,0,0,1,1,1,0,1,0,1,1,5.015
0,0,0,1,0,0,1,1,1,0,1,0,1,1,0.085
1,0,0,1,0,0,1,1,1,0,1,0,1,1,5.02
0,1,0,1,0,0,1,1,1,0,1,0,1,1,0.065
1,1,0,1,0,0,1,1,1,0,1,0,1,1,5.02
0,0,1,1,0,0,1,1,1,0,1,0,1,1,0.095
1,0,1,1,0,0,1,1,1,0,1,0,1,1,5.02
0,1,1,1,0,0,1,1,1,0,1,0,1,1,0.065
1,1,1,1,0,0,1,1,1,0,1,0,1,1,5.02
0,0,0,0,1,0,1,1,1,0,1,0,1,1,0.1
1,0,0,0,1,0,1,1,1,0,1,0,1,1,5.015
0,1,0,0,1,0,1,1,1,0,1,0,1,1,0.13
1,1,0,0,1,0,1,1,1,0,1,0,1,1,5.02
0,0,1,0,1,0,1,1,1,0,1,0,1,1,0.1
1,0,1,0,1,0,1,1,1,0,1,0,1,1,5.015
0,1,1,0,1,0,1,1,1,0,1,0,1,1,0.125
1,1,1,0,1,0,1,1,1,0,1,0,1,1,5.02
0,0,0,1,1,0,1,1,1,0,1,0,1,1,0.1
1,0,0,1,1,0,1,1,1,0,1,0,1,1,5.015
0,1,0,1,1,0,1,1,1,0,1,0,1,1,0.13
1,1,0,1,1,0,1,1,1,0,1,0,1,1,5.02
0,0,1,1,1,0,1,1,1,0,1,0,1,1,0.1
1,0,1,1,1,0,1,1,1,0,1,0,1,1,5.02
0,1,1,1,1,0,1,1,1,0,1,0,1,1,0.125
1,1,1,1,1,0,1,1,1,0,1,0,1,1,5.02
0,0,0,0,0,1,1,1,1,0,1,0,1,1,0.04
1,0,0,0,0,1,1,1,1,0,1,0,1,1,5.02
0,1,0,0,0,1,1,1,1,0,1,0,1,1,0
1,1,0,0,0,1,1,1,1,0,1,0,1,1,5.02
0,0,1,0,0,1,1,1,1,0,1,0,1,1,0.04
1,0,1,0,0,1,1,1,1,0,1,0,1,1,5.02
0,1,1,0,0,1,1,1,1,0,1,0,1,1,0.01
1,1,1,0,0,1,1,1,1,0,1,0,1,1,5.02
0,0,0,1,0,1,1,1,1,0,1,0,1,1,0.04
1,0,0,1,0,1,1,1,1,0,1,0,1,1,5.02
0,1,0,1,0,1,1,1,1,0,1,0,1,1,0
1,1,0,1,0,1,1,1,1,0,1,0,1,1,5.02
0,0,1,1,0,1,1,1,1,0,1,0,1,1,0.04
1,0,1,1,0,1,1,1,1,0,1,0,1,1,5.02
0,1,1,1,0,1,1,1,1,0,1,0,1,1,0.01
1,1,1,1,0,1,1,1,1,0,1,0,1,1,5.015
0,0,0,0,1,1,1,1,1,0,1,0,1,1,0.1
1,0,0,0,1,1,1,1,1,0,1,0,1,1,5.02
0,1,0,0,1,1,1,1,1,0,1,0,1,1,0.005
1,1,0,0,1,1,1,1,1,0,1,0,1,1,5.02
0,0,1,0,1,1,1,1,1,0,1,0,1,1,0.09
1,0,1,0,1,1,1,1,1,0,1,0,1,1,5.02
0,1,1,0,1,1,1,1,1,0,1,0,1,1,0.01
1,1,1,0,1,1,1,1,1,0,1,0,1,1,5.01
0,0,0,1,1,1,1,1,1,0,1,0,1,1,0.09
1,0,0,1,1,1,1,1,1,0,1,0,1,1,5.015
0,1,0,1,1,1,1,1,1,0,1,0,1,1,0
1,1,0,1,1,1,1,1,1,0,1,0,1,1,5.015
0,0,1,1,1,1,1,1,1,0,1,0,1,1,0.095
1,0,1,1,1,1,1,1,1,0,1,0,1,1,5.02
0,1,1,1,1,1,1,1,1,0,1,0,1,1,0.005
1,1,1,1,1,1,1,1,1,0,1,0,1,1,5.01
0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
1,0,0,0,0,0,0,0,0,1,1,0,1,1,5
0,1,0,0,0,0,0,0,0,1,1,0,1,1,0.03
1,1,0,0,0,0,0,0,0,1,1,0,1,1,5.02
0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
1,0,1,0,0,0,0,0,0,1,1,0,1,1,5.01
0,1,1,0,0,0,0,0,0,1,1,0,1,1,0
1,1,1,0,0,0,0,0,0,1,1,0,1,1,2.285
0,0,0,1,0,0,0,0,0,1,1,0,1,1,0.01
1,0,0,1,0,0,0,0,0,1,1,0,1,1,5.02
0,1,0,1,0,0,0,0,0,1,1,0,1,1,0.01
1,1,0,1,0,0,0,0,0,1,1,0,1,1,5.02
0,0,1,1,0,0,0,0,0,1,1,0,1,1,0.01
1,0,1,1,0,0,0,0,0,1,1,0,1,1,5.02
0,1,1,1,0,0,0,0,0,1,1,0,1,1,0.015
1,1,1,1,0,0,0,0,0,1,1,0,1,1,5.02
0,0,0,0,1,0,0,0,0,1,1,0,1,1,0.065
1,0,0,0,1,0,0,0,0,1,1,0,1,1,5.02
0,1,0,0,1,0,0,0,0,1,1,0,1,1,0.035
1,1,0,0,1,0,0,0,0,1,1,0,1,1,5.02
0,0,1,0,1,0,0,0,0,1,1,0,1,1,0.07
1,0,1,0,1,0,0,0,0,1,1,0,1,1,5.015
0,1,1,0,1,0,0,0,0,1,1,0,1,1,0.03
1,1,1,0,1,0,0,0,0,1,1,0,1,1,5.02
0,0,0,1,1,0,0,0,0,1,1,0,1,1,0.07
1,0,0,1,1,0,0,0,0,1,1,0,1,1,5.02
0,1,0,1,1,0,0,0,0,1,1,0,1,1,0.03
1,1,0,1,1,0,0,0,0,1,1,0,1,1,5.02
0,0,1,1,1,0,0,0,0,1,1,0,1,1,0.065
1,0,1,1,1,0,0,0,0,1,1,0,1,1,5.015
0,1,1,1,1,0,0,0,0,1,1,0,1,1,0.03
1,1,1,1,1,0,0,0,0,1,1,0,1,1,5.01
0,0,0,0,0,1,0,0,0,1,1,0,1,1,0.02
1,0,0,0,0,1,0,0,0,1,1,0,1,1,5.01
0,1,0,0,0,1,0,0,0,1,1,0,1,1,0
1,1,0,0,0,1,0,0,0,1,1,0,1,1,5.01
0,0,1,0,0,1,0,0,0,1,1,0,1,1,0.02
1,0,1,0,0,1,0,0,0,1,1,0,1,1,5.01
0,1,1,0,0,1,0,0,0,1,1,0,1,1,0
1,1,1,0,0,1,0,0,0,1,1,0,1,1,5.01
0,0,0,1,0,1,0,0,0,1,1,0,1,1,0.025
1,0,0,1,0,1,0,0,0,1,1,0,1,1,5.01
0,1,0,1,0,1,0,0,0,1,1,0,1,1,0
1,1,0,1,0,1,0,0,0,1,1,0,1,1,5.01
0,0,1,1,0,1,0,0,0,1,1,0,1,1,0.02
1,0,1,1,0,1,0,0,0,1,1,0,1,1,5.01
0,1,1,1,0,1,0,0,0,1,1,0,1,1,0
1,1,1,1,0,1,0,0,0,1,1,0,1,1,5.01
0,0,0,0,1,1,0,0,0,1,1,0,1,1,0.015
1,0,0,0,1,1,0,0,0,1,1,0,1,1,5.005
0,1,0,0,1,1,0,0,0,1,1,0,1,1,0
1,1,0,0,1,1,0,0,0,1,1,0,1,1,5.01
0,0,1,0,1,1,0,0,0,1,1,0,1,1,0.02
1,0,1,0,1,1,0,0,0,1,1,0,1,1,5.01
0,1,1,0,1,1,0,0,0,1,1,0,1,1,0
1,1,1,0,1,1,0,0,0,1,1,0,1,1,5.01
0,0,0,1,1,1,0,0,0,1,1,0,1,1,0.015
1,0,0,1,1,1,0,0,0,1,1,0,1,1,5.01
0,1,0,1,1,1,0,0,0,1,1,0,1,1,0
1,1,0,1,1,1,0,0,0,1,1,0,1,1,5.005
0,0,1,1,1,1,0,0,0,1,1,0,1,1,0.02
1,0,1,1,1,1,0,0,0,1,1,0,1,1,5.01
0,1,1,1,1,1,0,0,0,1,1,0,1,1,0
1,1,1,1,1,1,0,0,0,1,1,0,1,1,5.01
0,0,0,0,0,0,1,0,0,1,1,0,1,1,0.02
1,0,0,0,0,0,1,0,0,1,1,0,1,1,5
0,1,0,0,0,0,1,0,0,1,1,0,1,1,0.03
1,1,0,0,0,0,1,0,0,1,1,0,1,1,5.01
0,0,1,0,0,0,1,0,0,1,1,0,1,1,0.015
1,0,1,0,0,0,1,0,0,1,1,0,1,1,1.12
0,1,1,0,0,0,1,0,0,1,1,0,1,1,0.035
1,1,1,0,0,0,1,0,0,1,1,0,1,1,5.005
0,0,0,1,0,0,1,0,0,1,1,0,1,1,0.01
1,0,0,1,0,0,1,0,0,1,1,0,1,1,5.01
0,1,0,1,0,0,1,0,0,1,1,0,1,1,0.065
1,1,0,1,0,0,1,0,0,1,1,0,1,1,5.01
0,0,1,1,0,0,1,0,0,1,1,0,1,1,0.01
1,0,1,1,0,0,1,0,0,1,1,0,1,1,2.69
0,1,1,1,0,0,1,0,0,1,1,0,1,1,0.135
1,1,1,1,0,0,1,0,0,1,1,0,1,1,4.23
0,0,0,0,1,0,1,0,0,1,1,0,1,1,0.01
1,0,0,0,1,0,1,0,0,1,1,0,1,1,5.01
0,1,0,0,1,0,1,0,0,1,1,0,1,1,0.035
1,1,0,0,1,0,1,0,0,1,1,0,1,1,5
0,0,1,0,1,0,1,0,0,1,1,0,1,1,0.015
1,0,1,0,1,0,1,0,0,1,1,0,1,1,5.005
0,1,1,0,1,0,1,0,0,1,1,0,1,1,0.03
1,1,1,0,1,0,1,0,0,1,1,0,1,1,5.01
0,0,0,1,1,0,1,0,0,1,1,0,1,1,0.01
1,0,0,1,1,0,1,0,0,1,1,0,1,1,5
0,1,0,1,1,0,1,0,0,1,1,0,1,1,0.045
1,1,0,1,1,0,1,0,0,1,1,0,1,1,3.51
0,0,1,1,1,0,1,0,0,1,1,0,1,1,0.01
1,0,1,1,1,0,1,0,0,1,1,0,1,1,0.6
0,1,1,1,1,0,1,0,0,1,1,0,1,1,0.04
1,1,1,1,1,0,1,0,0,1,1,0,1,1,5
0,0,0,0,0,1,1,0,0,1,1,0,1,1,0.02
1,0,0,0,0,1,1,0,0,1,1,0,1,1,5.01
0,1,0,0,0,1,1,0,0,1,1,0,1,1,0.04
1,1,0,0,0,1,1,0,0,1,1,0,1,1,4.92
0,0,1,0,0,1,1,0,0,1,1,0,1,1,0.02
1,0,1,0,0,1,1,0,0,1,1,0,1,1,5.01
0,1,1,0,0,1,1,0,0,1,1,0,1,1,0.05
1,1,1,0,0,1,1,0,0,1,1,0,1,1,5.01
0,0,0,1,0,1,1,0,0,1,1,0,1,1,0.02
1,0,0,1,0,1,1,0,0,1,1,0,1,1,5
0,1,0,1,0,1,1,0,0,1,1,0,1,1,0.045
1,1,0,1,0,1,1,0,0,1,1,0,1,1,2.87
0,0,1,1,0,1,1,0,0,1,1,0,1,1,0.02
1,0,1,1,0,1,1,0,0,1,1,0,1,1,5.01
0,1,1,1,0,1,1,0,0,1,1,0,1,1,0.04
1,1,1,1,0,1,1,0,0,1,1,0,1,1,5
0,0,0,0,1,1,1,0,0,1,1,0,1,1,0.02
1,0,0,0,1,1,1,0,0,1,1,0,1,1,5.01
0,1,0,0,1,1,1,0,0,1,1,0,1,1,0.05
1,1,0,0,1,1,1,0,0,1,1,0,1,1,5.005
0,0,1,0,1,1,1,0,0,1,1,0,1,1,0.02
1,0,1,0,1,1,1,0,0,1,1,0,1,1,5.01
